citing_ut	cited_ut
000516943300001	000445220800014
000083187900004	A1994PB53900008
000370095800001	000259012700022
000392850600004	000253083000069
000465405300013	000273731600009
000295149000024	000268303600003
000382581400013	A1996UJ21900008
000278978600022	000231162600019
A1985AFS5400045	A1983RT32700017
000478747700002	000289935400008
000188602300005	000182853100041
000382345700007	000167124100002
000302524000006	A1994NM08500023
000264260600002	000257100200001
000223030100012	A1982PY80000007
000181343600001	A1991EV56800020
000358666800007	000308290000018
000385794500009	000271141500006
000409268600001	A1984TY85600019
000427388200001	000314471500007
000399228700001	000298363100046
000286367400007	000080096300029
000477749700013	A1994BC41D00005
000273366700002	000226675200011
A1985AES3200002	A1983RG96900021
000358666800009	000280520400018
000459585200014	000175588600022
000313432300001	000305594700001
000268505000013	000076247500005
000386989900009	000267888700012
000402357600013	000177199500021
000327298400008	000224824600024
000405674500001	000173028800028
000412590100006	000356011500043
A1996TX40900008	A1980KD29900011
000358454500010	000340680100006
000386199900003	A1980JJ66400006
000498842000116	000188791900010
000334592200005	000084725400006
000343315900010	000296100900001
000229453600010	A1995BE46H00004
000209501300337	000220919100009
000277793200018	000272379400006
000348966800001	000245319400019
000352536200006	000088880200004
000347249100002	A1990DN44000003
A1988Q370400082	A1987K724000006
000457364500001	000288234000003
000469495200001	000328296000030
000247308000001	A1991GU30500011
000079851100007	A1996VM67100032
000307913900010	A1981LH05000004
000357348400004	A1997XC81500005
000427935700010	000287966400020
000226971200007	A1996UD22300001
000355979500027	A1991FJ85900005
000447964800019	000391860600003
000257780100004	000168661700027
000287550300007	000241718400021
000376376200015	000234700500001
000321540400008	000324550600016
000367985200006	000080520600007
000241172600013	A1995RM81500005
000348146600002	000329586300085
000441090300024	000322765300006
000507275700235	000322504300026
000285077100026	000076113200005
000236611300020	000085859400009
000318388700007	000247451500006
000374673600013	000085295800003
000386356100003	000311928500001
000270889100030	000242146300002
000238691000023	A1989CF21500001
000313780300019	000189258400012
A1987K628700002	A1984TE85500005
000416164400007	000227944300006
000085260000003	000080994700008
000180447800019	A1989DU08400011
000453874900010	000223013800005
000369528600011	000271030300001
000388718700006	000306804100003
000367817300020	A1984TK76900016
000254166200014	000089806600002
000388634600001	000289346500001
000079358800017	A1994PU36300002
000253275800008	000183093700005
000082327000006	A1980KN54100024
000297517600007	000285257000003
000351165600006	000278054700043
000310224300012	000242999700005
000433570000010	000350976500010
000258433100002	000167225600032
000345700700013	000259452300008
000305326500002	000083325200016
000394077000005	000293836100006
000384307300066	000230516200005
000474331100005	000225933000007
000419202900007	000377966100013
A1994NY44800018	A1991GH53700463
000085471300004	A1994NU12800058
000082879500001	A1984AJF9200016
000321180000002	000074867800013
000489996500013	000338412600003
A1991EY38400008	A1980KG60100006
000265465400006	000220955800007
000297867300012	000246966600002
000467593600003	000371276000011
000229677500029	A1994NL77100014
000250978500009	000169999000005
000338637600012	A1995TA16700003
000340771700003	000264967500049
A1997XH27700020	A1994PQ49100068
A1995QQ11000007	A1986D125700033
000311409300018	000226348100004
000179472700005	000170772900008
000401954800047	000306995000052
000242659800011	A1996VN68700005
000225681900010	A1997WP90100001
000396038400005	000239667500024
000403950600016	000370521600027
000285361000005	000088880200004
000312517400017	000084121300002
000282839800006	000253176800007
000341478000009	000087699100003
000343782000007	A1997WQ87000001
000430005800003	000278441200019
000379411500001	000266243700050
000315932900033	000181418100002
000360187600011	000188791900010
000278308100004	000224297500002
000337493800004	000253453600040
000324518400106	000286260100007
000389919000003	000367329900005
000076549800093	A1995QX99900026
000079321200011	000073460100025
000250294100003	000077835300010
000086854000019	A1993BX82N00008
000433487900001	000240204800009
000277051700011	000073202000001
000171505200018	000076007300057
000357738300010	000077582700016
000473054200017	000248912600014
000423441500036	000244083300027
000458094400011	000235967800010
000424398500025	000389611900026
000382591600038	000261229600018
A1989AY82200005	A1984TJ25200008
000477463000001	000417850800007
000368286200005	A1982NP47900001
000299834200031	A1996VC80900017
000270916700006	000231603700011
000275069300007	000232457500012
000517656400015	000308012200018
000284419700020	000232477000046
000308968000020	A1985AEP7900009
000427436600012	000317288600012
000318137800004	000169567300001
000461227700003	000356448000001
A1993KH75900006	A1982PM72200010
000363983400007	000281404100023
000261250700034	000087397600003
000329081200045	000242140600004
000169473800036	000088329100004
000410011800005	000246589000037
000334103000034	000075752300010
000222709700006	000170173700021
000496875000012	000321742600003
000392396300001	000382751500004
A1997YA47800005	A1995QU08900018
000179130600008	A1996BG79E00013
000360445100005	000262439300006
000374008900008	000176542400011
000286702100007	000234700500001
000185092900001	000166993100001
000305336300029	000282828900001
000285077100023	000168222700013
000291911500001	000261529600002
000391401900017	000304333400007
000307100400005	000268493000042
000174379800015	A1997YK65500034
000377155400043	A1994PM01700008
000330715300049	A1996UK63200002
A1997YA35800047	A1992HL84900008
000239640800012	A1993MD45000001
000179198300003	A1989AN70200026
000340268200008	000284002100001
000431990200002	000307320400015
000364844800002	A1985D841800004
000470127300046	000433291300054
000488887700017	000268806700022
000242146300011	000175370300005
000072956100001	A1985AYU9500006
000384029300006	000264900200003
000306403700010	000224274200004
000408355800031	000256236100004
000250916400005	000082615800010
000331598600018	000180669000016
000496605400003	A1996TR68700004
000405335200003	000310852500015
000319643100003	000287847200018
000493957100008	000264753400014
000270623000002	000074020000042
000381516300043	000362138700038
000480384701040	000402127600027
000265227700025	000184171500001
000295076000016	000085737900002
000295076000016	000227569200003
000324550600016	A1987H707300020
000443555100012	000083752700019
000514340300026	000236198900002
000444422400003	000209703800020
000168919000002	A1992HT07300016
000261956100013	000088880200004
000225148000017	000170532500049
000358666800006	000278620100004
000332851300081	A1991FG77300052
000298674500007	000262801000011
000186637000002	A1992JZ82700008
000291995600002	000281173600015
000509706200001	A1997WR39800005
000384411000031	000286476200005
000292149400002	A1995TD41300013
000327298400008	000184268600011
000351452700021	000281474000019
A1997WR72000014	A1995RW31400022
000289486000005	A1997WM64900010
000328074000017	A1995TR42200012
000448557000001	000310133500001
000282063400002	000246127300019
000297517600007	000174841500046
000369550200050	000330356500004
A1995RP14200003	A1990CY20200005
000320440500068	000280997500007
000468383700001	000087107300007
000366956800004	000314321600004
000374158100004	000280605400010
000089390800111	A1993LZ23100003
000339128500009	000261229600018
000358611500005	000074252300009
000428940600015	000385446800001
000406363600001	000255703800006
000266707400007	000239315300008
000082733500005	A1983TC72800006
A1989DC85300003	A1981MM46800006
A1996VZ24100014	A1995QP88700016
000209703800042	000242245000001
000358848400022	A1982PP25500008
000398164000001	000257628400007
000368286200006	000287361200004
000448094200085	A1996UU50500017
000270152600004	000227854700001
000303051500005	000257413800003
000397500200003	000337041600009
000456227600003	000284230400007
000452728500001	000289582900008
000331155100001	000086205600004
000270578100006	A1981MJ45400004
000251627600009	000170159600005
000319109800133	000181705800008
A1993MM84700003	A1986C459800016
000465428300016	000086703000059
000461676600024	000424177000089
000272000800003	A1991GM07500012
000232847500005	A1994NX91100012
000182644400009	000085621400002
000230679000019	000176313200010
000289539100021	000277230100021
000295659700005	000268323800031
000441714400002	000354949600005
000440847100005	000377438200002
000168136900004	A1993LD69500004
000167458800027	A1984SV20500003
000286543300006	A1983QK81700038
000365632300005	000230037800012
000235757300008	000230100100003
000224979900034	000074450500001
000359730800002	000302722800043
000388785200008	000305966400014
000249727400001	000167177200014
000309973900025	A1997WZ29800007
000399258600037	000168380900003
000302918500098	000224724000017
000374716900003	000299149700003
A1995QH42100012	A1992JM25000006
000167875900020	A1985ALH4000007
000378026700002	000308370900005
000324777300001	A1995RM81500005
000078473600027	A1996TW66500015
000260675600023	A1993LL86800010
000289346500001	000271049800011
000385794500007	A1990DX59600006
000412108600003	000285110600028
000431338600001	000347720100015
000209580500024	A1996VB34300006
000244133000010	000177827800009
000254375200010	000077694200059
000296146600004	000077246600048
000350521700017	A1996UK63200002
000498966600001	000302538500013
000209206800019	000282746800001
000362454800007	A1982PG82000014
000402907100005	A1980KH40500005
A1992HX19300020	A1991EZ50100015
000304015200013	000221194700021
000291995600002	000287897100008
000208810400013	000246885600027
000333951100001	000277690900032
000323425300016	A1993LE93800057
000339962500005	000079619200024
000510804800031	000356743000002
000268176900008	000082360900012
000184699800004	A1992JK20100006
000286214100019	000228927900021
000462866500008	000234036100012
000328213900011	000253332400006
000221161900019	000078087700039
000181333200008	A1993LP66900005
A1992JC63500010	A1983QF41900003
000517348900015	000346420100003
000275528300017	000250265800015
A1984SQ04400011	A1982QR64300009
000077606500008	A1983QJ91600001
000274982600007	000255569600026
000501401600011	000393726300006
